4 : Requesting photo sharing ...
4 :  cmd-Webcam: Đang yêu cầu chia sẻ chat Webcam - IP: 10.90.89.86
4 : BUZZ
1 : ~:>
4 : Bạn được mời tham gia vào Chat Room...
4 : BUZZ
1 : :|
4 : ~:>
4 : Requesting photo sharing ...
4 : Được đồng ý chat webcam - IP: 10.90.89.86
